"AreaCode","AreaName","CategoryAttribute","Denominator","Factor","HighestPriorityNotificationType","IndicatorCode","IndicatorName","IndicatorShortName","LowerConfidenceLimit","MetricCategoryName","MetricCategoryTypeName","NotificationCount","Numerator","TimePeriodName","UpperConfidenceLimit","Value","ValueNote"
"E54000022","Nhs Norfolk And Waveney Integrated Care Board","Persons",154470,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.89,"Persons","Sex",0,75905,"To December 2022",49.39,49.14,NA
"E54000028","NHS North Central London Integrated Care Board","Persons",155365,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.54,"Persons","Sex",0,78910,"To December 2022",51.04,50.79,NA
"E54000050","NHS North East and North Cumbria Integrated Care Board","Persons",433985,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.83,"Persons","Sex",0,229925,"To December 2022",53.13,52.98,NA
"E54000029","NHS North East London Integrated Care Board","Persons",211515,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.83,"Persons","Sex",0,116415,"To December 2022",55.25,55.04,NA
"E54000027","NHS North West London Integrated Care Board","Persons",243185,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.13,"Persons","Sex",0,132120,"To December 2022",54.53,54.33,NA
"E54000059","NHS Northamptonshire Integrated Care Board","Persons",92200,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.69,"Persons","Sex",0,48880,"To December 2022",53.34,53.01,NA
"E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","Persons",152945,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.04,"Persons","Sex",0,76920,"To December 2022",50.54,50.29,NA
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board","Persons",76640,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.32,"Persons","Sex",0,35775,"To December 2022",47.03,46.68,NA
"E54000038","NHS Somerset Integrated Care Board","Persons",85570,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.48,"Persons","Sex",0,39205,"To December 2022",46.15,45.82,NA
"E54000030","NHS South East London Integrated Care Board","Persons",183410,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.8,"Persons","Sex",0,86260,"To December 2022",47.26,47.03,NA
"E54000031","NHS South West London Integrated Care Board","Persons",149825,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.08,"Persons","Sex",0,70915,"To December 2022",47.58,47.33,NA
"E54000061","NHS South Yorkshire Integrated Care Board","Persons",178625,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",56.98,"Persons","Sex",0,102195,"To December 2022",57.44,57.21,NA
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","Persons",157695,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.24,"Persons","Sex",0,79615,"To December 2022",50.73,50.49,NA
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Persons",145500,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.63,"Persons","Sex",0,69680,"To December 2022",48.15,47.89,NA
"E54000052","NHS Surrey Heartlands Integrated Care Board","Persons",110700,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.12,"Persons","Sex",0,50275,"To December 2022",45.71,45.42,NA
"E54000053","NHS Sussex Integrated Care Board","Persons",226955,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.07,"Persons","Sex",0,105030,"To December 2022",46.48,46.28,NA
"E54000054","NHS West Yorkshire Integrated Care Board","Persons",297350,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.7,"Persons","Sex",0,163190,"To December 2022",55.06,54.88,NA
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Persons",118080,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.76,"Persons","Sex",0,53185,"To March 2023",45.33,45.04,NA
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Persons",106120,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",53.02,"Persons","Sex",0,56580,"To March 2023",53.62,53.32,NA
"E54000055","NHS Birmingham and Solihull Integrated Care Board","Persons",167080,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",56.79,"Persons","Sex",0,95285,"To March 2023",57.27,57.03,NA
"E54000062","NHS Black Country Integrated Care Board","Persons",160320,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",55.85,"Persons","Sex",0,89930,"To March 2023",56.34,56.09,NA
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Persons",115570,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.3,"Persons","Sex",0,56155,"To March 2023",48.88,48.59,NA
"E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","Persons",208210,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.78,"Persons","Sex",0,95770,"To March 2023",46.21,46,NA
"E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","Persons",92640,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.93,"Persons","Sex",0,45630,"To March 2023",49.58,49.26,NA
"E54000008","NHS Cheshire and Merseyside Integrated Care Board","Persons",362040,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.08,"Persons","Sex",0,185520,"To March 2023",51.4,51.24,NA
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Persons",58555,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.5,"Persons","Sex",0,28635,"To March 2023",49.3,48.9,NA
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Persons",127925,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.49,"Persons","Sex",0,62385,"To March 2023",49.04,48.77,NA
"E54000058","NHS Derby and Derbyshire Integrated Care Board","Persons",153680,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.01,"Persons","Sex",0,75700,"To March 2023",49.51,49.26,NA
"E54000037","NHS Devon Integrated Care Board","Persons",138665,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.99,"Persons","Sex",0,68300,"To March 2023",49.52,49.26,NA
"E54000041","NHS Dorset Integrated Care Board","Persons",99315,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.97,"Persons","Sex",0,45965,"To March 2023",46.59,46.28,NA
"E54000034","NHS Frimley Integrated Care Board","Persons",82325,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.21,"Persons","Sex",0,42435,"To March 2023",51.89,51.55,NA
"E54000043","NHS Gloucestershire Integrated Care Board","Persons",87160,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.53,"Persons","Sex",0,40840,"To March 2023",47.19,46.86,NA
"E54000057","NHS Greater Manchester Integrated Care Board","Persons",373845,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",53.94,"Persons","Sex",0,202250,"To March 2023",54.26,54.1,NA
"E54000042","Nhs Hampshire And Isle Of Wight Integrated Care Board","Persons",218185,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.07,"Persons","Sex",0,98800,"To March 2023",45.49,45.28,NA
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Persons",123445,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.62,"Persons","Sex",0,56665,"To March 2023",46.18,45.9,NA
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Persons",177125,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.24,"Persons","Sex",0,92940,"To March 2023",52.7,52.47,NA
"E54000051","NHS Humber and North Yorkshire Integrated Care Board","Persons",225410,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.56,"Persons","Sex",0,112175,"To March 2023",49.97,49.77,NA
"E54000032","NHS Kent and Medway Integrated Care Board","Persons",251105,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.22,"Persons","Sex",0,121565,"To March 2023",48.61,48.41,NA
"E54000048","NHS Lancashire and South Cumbria Integrated Care Board","Persons",248900,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.54,"Persons","Sex",0,126280,"To March 2023",50.93,50.74,NA
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","Persons",147875,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.34,"Persons","Sex",0,77775,"To March 2023",52.85,52.6,NA
"E54000013","NHS Lincolnshire Integrated Care Board","Persons",121300,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.06,"Persons","Sex",0,62280,"To March 2023",51.62,51.34,NA
"E54000026","NHS Mid and South Essex Integrated Care Board","Persons",139975,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.82,"Persons","Sex",0,72905,"To March 2023",52.35,52.09,NA
"E54000022","Nhs Norfolk And Waveney Integrated Care Board","Persons",154755,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.75,"Persons","Sex",0,77385,"To March 2023",50.25,50,NA
"E54000028","NHS North Central London Integrated Care Board","Persons",154830,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.99,"Persons","Sex",0,80880,"To March 2023",52.49,52.24,NA
"E54000050","NHS North East and North Cumbria Integrated Care Board","Persons",436530,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.23,"Persons","Sex",0,237360,"To March 2023",54.52,54.37,NA
"E54000029","NHS North East London Integrated Care Board","Persons",216080,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",55.92,"Persons","Sex",0,121275,"To March 2023",56.33,56.13,NA
"E54000027","NHS North West London Integrated Care Board","Persons",240945,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",55.31,"Persons","Sex",0,133750,"To March 2023",55.71,55.51,NA
"E54000059","NHS Northamptonshire Integrated Care Board","Persons",92675,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.15,"Persons","Sex",0,50480,"To March 2023",54.79,54.47,NA
"E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","Persons",153960,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.18,"Persons","Sex",0,79185,"To March 2023",51.68,51.43,NA
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board","Persons",77200,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.6,"Persons","Sex",0,37020,"To March 2023",48.31,47.95,NA
"E54000038","NHS Somerset Integrated Care Board","Persons",89005,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.26,"Persons","Sex",0,41460,"To March 2023",46.91,46.58,NA
"E54000030","NHS South East London Integrated Care Board","Persons",184705,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.2,"Persons","Sex",0,89445,"To March 2023",48.65,48.43,NA
"E54000031","NHS South West London Integrated Care Board","Persons",150720,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.4,"Persons","Sex",0,73325,"To March 2023",48.9,48.65,NA
"E54000061","NHS South Yorkshire Integrated Care Board","Persons",178510,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",58.27,"Persons","Sex",0,104420,"To March 2023",58.72,58.5,NA
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","Persons",161810,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.43,"Persons","Sex",0,83610,"To March 2023",51.92,51.67,NA
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Persons",146720,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.7,"Persons","Sex",0,71825,"To March 2023",49.21,48.95,NA
"E54000052","NHS Surrey Heartlands Integrated Care Board","Persons",112035,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.3,"Persons","Sex",0,52200,"To March 2023",46.89,46.59,NA
"E54000053","NHS Sussex Integrated Care Board","Persons",229345,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.45,"Persons","Sex",0,109300,"To March 2023",47.86,47.66,NA
"E54000054","NHS West Yorkshire Integrated Care Board","Persons",298565,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",55.59,"Persons","Sex",0,166495,"To March 2023",55.94,55.77,NA
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Persons",122220,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.64,"Persons","Sex",0,56125,"To June 2023",46.2,45.92,NA
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Persons",108860,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",53.85,"Persons","Sex",0,58945,"To June 2023",54.44,54.15,NA
"E54000055","NHS Birmingham and Solihull Integrated Care Board","Persons",172090,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",56.89,"Persons","Sex",0,98300,"To June 2023",57.35,57.12,NA
"E54000062","NHS Black Country Integrated Care Board","Persons",165310,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",55.89,"Persons","Sex",0,92790,"To June 2023",56.37,56.13,NA
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Persons",117415,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.31,"Persons","Sex",0,58225,"To June 2023",49.88,49.59,NA
"E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","Persons",213115,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.52,"Persons","Sex",0,99595,"To June 2023",46.94,46.73,NA
"E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","Persons",102350,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.72,"Persons","Sex",0,51200,"To June 2023",50.33,50.03,NA
"E54000008","NHS Cheshire and Merseyside Integrated Care Board","Persons",374310,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.81,"Persons","Sex",0,194530,"To June 2023",52.13,51.97,NA
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Persons",61290,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.25,"Persons","Sex",0,30430,"To June 2023",50.04,49.65,NA
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Persons",130930,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.01,"Persons","Sex",0,64520,"To June 2023",49.55,49.28,NA
"E54000058","NHS Derby and Derbyshire Integrated Care Board","Persons",156310,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.98,"Persons","Sex",0,78510,"To June 2023",50.47,50.23,NA
"E54000037","NHS Devon Integrated Care Board","Persons",143825,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.88,"Persons","Sex",0,72115,"To June 2023",50.4,50.14,NA
"E54000041","NHS Dorset Integrated Care Board","Persons",101190,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.83,"Persons","Sex",0,47705,"To June 2023",47.45,47.14,NA
"E54000034","NHS Frimley Integrated Care Board","Persons",83205,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.72,"Persons","Sex",0,43315,"To June 2023",52.39,52.06,NA
"E54000043","NHS Gloucestershire Integrated Care Board","Persons",89370,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.62,"Persons","Sex",0,42855,"To June 2023",48.28,47.95,NA
"E54000057","NHS Greater Manchester Integrated Care Board","Persons",383165,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.57,"Persons","Sex",0,209710,"To June 2023",54.89,54.73,NA
